,MATCHUP,PTS,FG%,3P%,FT%,OREB,DREB,AST,STL,BLK,TOV,PF
2956,MIL @ MIA,-23.0,-16.400000000000006,-15.5,27.400000000000006,3.0,-9.0,-10.0,1.0,-6.0,5.0,-2.0
2957,MIA vs. MIL,23.0,16.400000000000006,15.5,-27.400000000000006,-3.0,9.0,10.0,-1.0,6.0,-5.0,2.0
2958,WAS @ DAL,-10.0,-4.799999999999997,-3.8999999999999986,0.5999999999999943,0.0,2.0,-1.0,3.0,2.0,4.0,0.0
2959,DAL vs. WAS,10.0,4.799999999999997,3.8999999999999986,-0.5999999999999943,0.0,-2.0,1.0,-3.0,-2.0,-4.0,0.0
2960,DET @ GSW,-18.0,-17.5,-33.3,-14.099999999999994,6.0,-15.0,-12.0,7.0,1.0,-11.0,0.0
2961,GSW vs. DET,18.0,17.5,33.3,14.099999999999994,-6.0,15.0,12.0,-7.0,-1.0,11.0,0.0
2962,NOP @ LAL,-21.0,-15.200000000000003,-25.0,-8.299999999999997,0.0,-22.0,-10.0,4.0,-1.0,-6.0,-11.0
2963,LAL vs. NOP,21.0,15.200000000000003,25.0,8.299999999999997,0.0,22.0,10.0,-4.0,1.0,6.0,11.0
2964,MIL @ MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2965,MIL @ MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2966,ATL @ CHA,9.0,5.399999999999999,-1.5,2.799999999999997,-4.0,5.0,4.0,3.0,3.0,-1.0,-2.0
2967,CHA vs. ATL,-9.0,-5.399999999999999,1.5,-2.799999999999997,4.0,-5.0,-4.0,-3.0,-3.0,1.0,2.0
2968,CLE @ CHI,-13.0,0.5999999999999943,-2.799999999999997,-9.299999999999997,1.0,-3.0,-9.0,3.0,11.0,4.0,-2.0
2969,CHA vs. ATL,13.0,-0.5999999999999943,2.799999999999997,9.299999999999997,-1.0,3.0,9.0,-3.0,-11.0,-4.0,2.0
2970,TOR @ HOU,-6.0,-10.700000000000003,5.100000000000001,12.399999999999991,7.0,-15.0,-11.0,4.0,-9.0,-10.0,8.0
2971,HOU vs. TOR,6.0,10.700000000000003,-5.100000000000001,-12.399999999999991,-7.0,15.0,11.0,-4.0,9.0,10.0,-8.0
2972,MIN @ LAC,-2.0,-13.299999999999997,12.899999999999999,28.200000000000003,10.0,-8.0,-3.0,-2.0,0.0,-2.0,8.0
2973,LAC vs. MIN,2.0,13.299999999999997,-12.899999999999999,-28.200000000000003,-10.0,8.0,3.0,2.0,0.0,2.0,-8.0
2974,ATL @ CHA,7.0,5.100000000000001,12.0,-10.200000000000003,-8.0,8.0,2.0,-2.0,-4.0,2.0,1.0
2975,CHI vs. CLE,-7.0,-5.100000000000001,-12.0,10.200000000000003,8.0,-8.0,-2.0,2.0,4.0,-2.0,-1.0
2976,CLE @ CHI,-15.0,0.29999999999999716,10.700000000000003,-22.299999999999997,-3.0,0.0,-11.0,-2.0,4.0,7.0,1.0
2977,CHI vs. CLE,15.0,-0.29999999999999716,-10.700000000000003,22.299999999999997,3.0,0.0,11.0,2.0,-4.0,-7.0,-1.0
2978,SAS @ PHI,24.0,7.899999999999999,20.099999999999998,-2.299999999999997,0.0,10.0,10.0,5.0,-7.0,-3.0,3.0
2979,PHI vs. SAS,-24.0,-7.899999999999999,-20.099999999999998,2.299999999999997,0.0,-10.0,-10.0,-5.0,7.0,3.0,-3.0
2980,MEM @ IND,-16.0,-7.400000000000006,18.4,-14.899999999999991,-2.0,-11.0,-6.0,1.0,-5.0,-3.0,-2.0
2981,IND vs. MEM,16.0,7.400000000000006,-18.4,14.899999999999991,2.0,11.0,6.0,-1.0,5.0,3.0,2.0
2982,ORL @ BOS,-15.0,-14.100000000000001,-2.8000000000000043,0.29999999999999716,6.0,-5.0,-1.0,-4.0,-3.0,5.0,-1.0
2983,BOS vs. ORL,15.0,14.100000000000001,2.8000000000000043,-0.29999999999999716,-6.0,5.0,1.0,4.0,3.0,-5.0,1.0
2984,DET @ POR,-6.0,-5.0,-26.4,-17.099999999999994,5.0,-7.0,-3.0,3.0,0.0,-7.0,-3.0
2985,POR vs. DET,6.0,5.0,26.4,17.099999999999994,-5.0,7.0,3.0,-3.0,0.0,7.0,3.0
2986,DEN @ UTA,19.0,4.700000000000003,11.799999999999997,15.600000000000009,4.0,13.0,7.0,1.0,-5.0,0.0,6.0
2987,UTA vs. DEN,-19.0,-4.700000000000003,-11.799999999999997,-15.600000000000009,-4.0,-13.0,-7.0,-1.0,5.0,0.0,-6.0
2988,MIN @ LAL,23.0,10.899999999999999,11.5,23.300000000000004,-4.0,11.0,5.0,6.0,-3.0,3.0,-1.0
2989,LAL vs. MIN,-23.0,-10.899999999999999,-11.5,-23.300000000000004,4.0,-11.0,-5.0,-6.0,3.0,-3.0,1.0
2990,NOP @ PHX,-7.0,-4.400000000000006,-1.0,14.0,4.0,-1.0,6.0,-4.0,-8.0,1.0,4.0
2991,PHX vs. NOP,7.0,4.400000000000006,1.0,-14.0,-4.0,1.0,-6.0,4.0,8.0,-1.0,-4.0
2992,WAS @ OKC,-1.0,0.8999999999999986,11.399999999999999,-31.799999999999997,-9.0,-8.0,2.0,-2.0,-1.0,-5.0,-1.0
2993,OKC vs. WAS,1.0,-0.8999999999999986,-11.399999999999999,31.799999999999997,9.0,8.0,-2.0,2.0,1.0,5.0,1.0
2994,SAS @ NYK,31.0,16.1,15.599999999999998,14.299999999999997,0.0,18.0,6.0,-1.0,3.0,3.0,-3.0
2995,NYK vs. SAS,-31.0,-16.1,-15.599999999999998,-14.299999999999997,0.0,-18.0,-6.0,1.0,-3.0,-3.0,3.0
2996,PHI @ CLE,-2.0,2.3999999999999986,-1.1999999999999957,11.099999999999994,-5.0,-1.0,-4.0,0.0,-7.0,1.0,1.0
2997,CLE vs. PHI,2.0,-2.3999999999999986,1.1999999999999957,-11.099999999999994,5.0,1.0,4.0,0.0,7.0,-1.0,-1.0
2998,BOS @ MIA,1.0,-6.0,-2.3999999999999986,7.400000000000006,7.0,1.0,-2.0,0.0,-2.0,2.0,12.0
2999,MIA vs. BOS,-1.0,6.0,2.3999999999999986,-7.400000000000006,-7.0,-1.0,2.0,0.0,2.0,-2.0,-12.0
3000,DAL @ MIL,-19.0,-15.400000000000006,-18.4,22.900000000000006,8.0,8.0,-9.0,7.0,-2.0,9.0,5.0
3001,MIA vs. BOS,19.0,15.400000000000006,18.4,-22.900000000000006,-8.0,-8.0,9.0,-7.0,2.0,-9.0,-5.0
3002,UTA @ TOR,-24.0,-4.0,-23.3,-2.9000000000000057,-1.0,-2.0,-3.0,-1.0,1.0,2.0,4.0
3003,TOR vs. UTA,24.0,4.0,23.3,2.9000000000000057,1.0,2.0,3.0,1.0,-1.0,-2.0,-4.0
3004,IND @ BKN,5.0,0.19999999999999574,7.899999999999999,-6.299999999999997,4.0,0.0,4.0,0.0,1.0,-2.0,-3.0
3005,BKN vs. IND,-5.0,-0.19999999999999574,-7.899999999999999,6.299999999999997,-4.0,0.0,-4.0,0.0,-1.0,2.0,3.0
3006,LAC @ HOU,13.0,2.8000000000000043,10.600000000000001,-2.1000000000000014,5.0,-2.0,5.0,0.0,2.0,-5.0,5.0
3007,HOU vs. LAC,-13.0,-2.8000000000000043,-10.600000000000001,2.1000000000000014,-5.0,2.0,-5.0,0.0,-2.0,5.0,-5.0
3008,BOS @ MIA,28.0,13.400000000000006,-0.19999999999999574,12.5,0.0,-3.0,8.0,-3.0,3.0,-8.0,4.0
3009,MIL vs. DAL,-28.0,-13.400000000000006,0.19999999999999574,-12.5,0.0,3.0,-8.0,3.0,-3.0,8.0,-4.0
3010,DAL @ MIL,8.0,4.0,-16.199999999999996,28.0,1.0,4.0,1.0,4.0,3.0,-1.0,-3.0
3011,MIL vs. DAL,-8.0,-4.0,16.199999999999996,-28.0,-1.0,-4.0,-1.0,-4.0,-3.0,1.0,3.0
3012,ORL @ ATL,-10.0,-1.5,15.5,-14.999999999999993,2.0,-5.0,-14.0,0.0,-4.0,5.0,9.0
3013,ATL vs. ORL,10.0,1.5,-15.5,14.999999999999993,-2.0,5.0,14.0,0.0,4.0,-5.0,-9.0
3014,GSW @ MEM,-18.0,-10.900000000000006,-5.200000000000003,-22.200000000000003,1.0,-12.0,-8.0,0.0,-2.0,1.0,1.0
3015,MEM vs. GSW,18.0,10.900000000000006,5.200000000000003,22.200000000000003,-1.0,12.0,8.0,0.0,2.0,-1.0,-1.0
3016,POR @ SAC,11.0,-2.3000000000000043,20.0,-3.200000000000003,11.0,8.0,8.0,-1.0,0.0,2.0,-3.0
3017,SAC vs. POR,-11.0,2.3000000000000043,-20.0,3.200000000000003,-11.0,-8.0,-8.0,1.0,0.0,-2.0,3.0
3018,OKC @ DET,16.0,0.10000000000000142,-1.1000000000000014,6.5,10.0,5.0,5.0,-2.0,7.0,-7.0,-4.0
3019,DEN @ PHX,-16.0,-0.10000000000000142,1.1000000000000014,-6.5,-10.0,-5.0,-5.0,2.0,-7.0,7.0,4.0
3020,GSW @ SAS,-17.0,-1.1000000000000014,12.7,-6.700000000000003,-2.0,16.0,-4.0,-4.0,3.0,8.0,-4.0
3021,SAC @ POR,17.0,1.1000000000000014,-12.7,6.700000000000003,2.0,-16.0,4.0,4.0,-3.0,-8.0,4.0
3022,DEN @ PHX,9.0,-2.6000000000000014,3.1000000000000014,4.299999999999997,-5.0,-5.0,-8.0,6.0,-6.0,3.0,8.0
3023,PHI vs. CLE,-9.0,2.6000000000000014,-3.1000000000000014,-4.299999999999997,5.0,5.0,8.0,-6.0,6.0,-3.0,-8.0
3024,CLE @ PHI,-15.0,-14.300000000000004,1.3000000000000043,-6.3999999999999915,6.0,-10.0,-3.0,4.0,-4.0,-4.0,-6.0
3025,PHI vs. CLE,15.0,14.300000000000004,-1.3000000000000043,6.3999999999999915,-6.0,10.0,3.0,-4.0,4.0,4.0,6.0
3026,BOS @ ORL,2.0,-4.0,-5.699999999999999,15.299999999999997,3.0,-9.0,0.0,7.0,1.0,-9.0,0.0
3027,ORL vs. BOS,-2.0,4.0,5.699999999999999,-15.299999999999997,-3.0,9.0,0.0,-7.0,-1.0,9.0,0.0
3028,LAL @ NOP,-11.0,-4.900000000000006,-1.6999999999999957,-11.899999999999991,1.0,-3.0,-6.0,-8.0,-4.0,6.0,-4.0
3029,NOP vs. LAL,11.0,4.900000000000006,1.6999999999999957,11.899999999999991,-1.0,3.0,6.0,8.0,4.0,-6.0,4.0
3030,SAC @ POR,-13.0,-6.899999999999999,-16.2,-2.200000000000003,-3.0,-13.0,-8.0,7.0,-4.0,-6.0,6.0
3031,POR vs. SAC,13.0,6.899999999999999,16.2,2.200000000000003,3.0,13.0,8.0,-7.0,4.0,6.0,-6.0
3032,NYK @ CHA,10.0,5.900000000000006,21.200000000000003,-27.699999999999996,2.0,-6.0,12.0,1.0,1.0,-2.0,7.0
3033,CHA vs. NYK,-10.0,-5.900000000000006,-21.200000000000003,27.699999999999996,-2.0,6.0,-12.0,-1.0,-1.0,2.0,-7.0
3034,UTA @ CHI,-18.0,-11.399999999999999,10.0,-19.299999999999997,7.0,-8.0,5.0,9.0,-4.0,3.0,6.0
3035,CHA vs. NYK,18.0,11.399999999999999,-10.0,19.299999999999997,-7.0,8.0,-5.0,-9.0,4.0,-3.0,-6.0
3036,DAL @ MIN,-8.0,2.799999999999997,5.5,-20.0,-2.0,-2.0,-5.0,1.0,1.0,3.0,6.0
3037,MIN vs. DAL,8.0,-2.799999999999997,-5.5,20.0,2.0,2.0,5.0,-1.0,-1.0,-3.0,-6.0
3038,OKC @ DET,9.0,2.200000000000003,-0.20000000000000284,10.799999999999997,1.0,9.0,0.0,-1.0,3.0,0.0,-5.0
3039,DET vs. OKC,-9.0,-2.200000000000003,0.20000000000000284,-10.799999999999997,-1.0,-9.0,0.0,1.0,-3.0,0.0,5.0
3040,DEN @ PHX,-11.0,-3.200000000000003,-8.600000000000001,4.0,-4.0,-7.0,-4.0,0.0,-1.0,0.0,4.0
3041,PHX vs. DEN,11.0,3.200000000000003,8.600000000000001,-4.0,4.0,7.0,4.0,0.0,1.0,0.0,-4.0
3042,CLE @ PHI,-35.0,-14.900000000000006,-10.399999999999999,-6.699999999999989,7.0,-12.0,1.0,-2.0,1.0,-7.0,-10.0
3043,PHX vs. DEN,35.0,14.900000000000006,10.399999999999999,6.699999999999989,-7.0,12.0,-1.0,2.0,-1.0,7.0,10.0
3044,TOR @ IND,-7.0,-6.700000000000003,4.699999999999996,6.200000000000003,6.0,-2.0,-4.0,2.0,0.0,0.0,3.0
3045,IND vs. TOR,7.0,6.700000000000003,-4.699999999999996,-6.200000000000003,-6.0,2.0,4.0,-2.0,0.0,0.0,-3.0
3046,NYK @ CHA,4.0,-6.099999999999994,8.700000000000003,-16.4,1.0,-12.0,-1.0,-7.0,3.0,-8.0,-2.0
3047,CHI vs. UTA,-4.0,6.099999999999994,-8.700000000000003,16.4,-1.0,12.0,1.0,7.0,-3.0,8.0,2.0
3048,UTA @ CHI,-24.0,-23.4,-2.5,-8.0,6.0,-14.0,-8.0,1.0,-2.0,-3.0,-3.0
3049,CHI vs. UTA,24.0,23.4,2.5,8.0,-6.0,14.0,8.0,-1.0,2.0,3.0,3.0
3050,GSW @ SAS,-2.0,1.5999999999999943,13.7,30.0,-5.0,8.0,-3.0,-2.0,1.0,7.0,2.0
3051,SAS vs. GSW,2.0,-1.5999999999999943,-13.7,-30.0,5.0,-8.0,3.0,2.0,-1.0,-7.0,-2.0
3052,BKN @ WAS,-4.0,0.0,-16.700000000000003,-7.900000000000006,4.0,11.0,-5.0,1.0,-1.0,5.0,8.0
3053,WAS vs. BKN,4.0,0.0,16.700000000000003,7.900000000000006,-4.0,-11.0,5.0,-1.0,1.0,-5.0,-8.0
3054,LAL @ HOU,1.0,1.3999999999999986,19.800000000000004,9.799999999999997,5.0,-2.0,9.0,-4.0,-1.0,7.0,19.0
3055,HOU vs. LAL,-1.0,-1.3999999999999986,-19.800000000000004,-9.799999999999997,-5.0,2.0,-9.0,4.0,1.0,-7.0,-19.0
3056,ATL @ DEN,-2.0,-3.0999999999999943,-25.2,3.700000000000003,3.0,-2.0,3.0,7.0,1.0,-5.0,5.0
3057,DEN vs. ATL,2.0,3.0999999999999943,25.2,-3.700000000000003,-3.0,2.0,-3.0,-7.0,-1.0,5.0,-5.0
3058,LAC @ MIA,-5.0,-4.200000000000003,1.9999999999999964,17.4,1.0,7.0,-5.0,2.0,-2.0,1.0,7.0
3059,MIA vs. LAC,5.0,4.200000000000003,-1.9999999999999964,-17.4,-1.0,-7.0,5.0,-2.0,2.0,-1.0,-7.0
3060,CHI @ IND,-17.0,-6.299999999999997,-5.600000000000001,-0.5,-6.0,-6.0,-6.0,-5.0,-2.0,3.0,-4.0
3061,IND vs. CHI,17.0,6.299999999999997,5.600000000000001,0.5,6.0,6.0,6.0,5.0,2.0,-3.0,4.0
3062,LAC @ ORL,-8.0,-10.899999999999999,-15.5,-5.099999999999994,8.0,-8.0,-1.0,2.0,1.0,-2.0,2.0
3063,ORL vs. LAC,8.0,10.899999999999999,15.5,5.099999999999994,-8.0,8.0,1.0,-2.0,-1.0,2.0,-2.0
3064,TOR @ CHA,-2.0,-5.0,23.799999999999997,30.0,1.0,0.0,-6.0,-3.0,-5.0,4.0,8.0
3065,CHA vs. TOR,2.0,5.0,-23.799999999999997,-30.0,-1.0,0.0,6.0,3.0,5.0,-4.0,-8.0
3066,WAS @ PHI,14.0,-3.1000000000000014,21.200000000000003,5.799999999999997,-1.0,-9.0,6.0,5.0,2.0,-9.0,5.0
3067,PHI vs. WAS,-14.0,3.1000000000000014,-21.200000000000003,-5.799999999999997,1.0,9.0,-6.0,-5.0,-2.0,9.0,-5.0
3068,CLE @ MIL,-5.0,-5.299999999999997,-13.600000000000001,-19.599999999999994,3.0,-5.0,-5.0,7.0,-2.0,-5.0,3.0
3069,MIL vs. CLE,5.0,5.299999999999997,13.600000000000001,19.599999999999994,-3.0,5.0,5.0,-7.0,2.0,5.0,-3.0
3070,GSW @ MIN,-3.0,0.0,-16.5,-22.299999999999997,0.0,8.0,-2.0,9.0,7.0,7.0,11.0
3071,MIL vs. CLE,3.0,0.0,16.5,22.299999999999997,0.0,-8.0,2.0,-9.0,-7.0,-7.0,-11.0
3072,WAS @ PHI,20.0,-5.5,17.700000000000003,19.4,5.0,-8.0,18.0,3.0,0.0,-7.0,3.0
3073,PHX @ SAS,-20.0,5.5,-17.700000000000003,-19.4,-5.0,8.0,-18.0,-3.0,0.0,7.0,-3.0
3074,CLE @ MIL,11.0,6.900000000000006,17.9,-5.099999999999994,2.0,-3.0,-2.0,4.0,-1.0,-10.0,2.0
3075,MIN vs. GSW,-11.0,-6.900000000000006,-17.9,5.099999999999994,-2.0,3.0,2.0,-4.0,1.0,10.0,-2.0
3076,GSW @ MIN,13.0,12.200000000000003,15.0,-7.799999999999997,-1.0,10.0,1.0,6.0,8.0,2.0,10.0
3077,MIN vs. GSW,-13.0,-12.200000000000003,-15.0,7.799999999999997,1.0,-10.0,-1.0,-6.0,-8.0,-2.0,-10.0
3078,PHX @ SAS,-3.0,1.1999999999999957,-0.7000000000000028,-17.699999999999996,-1.0,5.0,-11.0,2.0,-2.0,4.0,0.0
3079,SAS vs. PHX,3.0,-1.1999999999999957,0.7000000000000028,17.699999999999996,1.0,-5.0,11.0,-2.0,2.0,-4.0,0.0
3080,NOP @ MEM,15.0,0.8000000000000043,4.100000000000001,4.799999999999997,6.0,4.0,-1.0,5.0,0.0,-5.0,-3.0
3081,MEM vs. NOP,-15.0,-0.8000000000000043,-4.100000000000001,-4.799999999999997,-6.0,-4.0,1.0,-5.0,0.0,5.0,3.0
3082,TOR @ CHA,10.0,8.699999999999996,10.5,1.5,0.0,-2.0,3.0,-2.0,-2.0,-5.0,7.0
3083,CHI @ IND,-10.0,-8.699999999999996,-10.5,-1.5,0.0,2.0,-3.0,2.0,2.0,5.0,-7.0
3084,UTA @ BOS,-10.0,1.3999999999999986,-25.0,-4.700000000000003,1.0,-1.0,-8.0,3.0,0.0,6.0,4.0
3085,BOS vs. UTA,10.0,-1.3999999999999986,25.0,4.700000000000003,-1.0,1.0,8.0,-3.0,0.0,-6.0,-4.0
3086,DAL @ OKC,-14.0,-12.0,0.6000000000000014,16.10000000000001,1.0,-9.0,-11.0,2.0,-3.0,-2.0,-1.0
3087,OKC vs. DAL,14.0,12.0,-0.6000000000000014,-16.10000000000001,-1.0,9.0,11.0,-2.0,3.0,2.0,1.0
3088,ATL @ SAC,5.0,4.300000000000004,4.100000000000001,-22.10000000000001,-1.0,-2.0,4.0,1.0,3.0,-4.0,-11.0
3089,SAC vs. ATL,-5.0,-4.300000000000004,-4.100000000000001,22.10000000000001,1.0,2.0,-4.0,-1.0,-3.0,4.0,11.0
3090,PHX @ NOP,6.0,6.5,-7.600000000000001,-10.100000000000001,-1.0,2.0,-1.0,-2.0,-7.0,2.0,0.0
3091,NOP vs. PHX,-6.0,-6.5,7.600000000000001,10.100000000000001,1.0,-2.0,1.0,2.0,7.0,-2.0,0.0
3092,MIA @ TOR,9.0,6.299999999999997,14.899999999999999,3.9000000000000057,-3.0,1.0,16.0,3.0,3.0,-4.0,6.0
3093,TOR vs. MIA,-9.0,-6.299999999999997,-14.899999999999999,-3.9000000000000057,3.0,-1.0,-16.0,-3.0,-3.0,4.0,-6.0
3094,HOU @ POR,15.0,13.300000000000004,-4.9999999999999964,16.900000000000006,-1.0,18.0,-5.0,-3.0,-3.0,6.0,-1.0
3095,POR vs. HOU,-15.0,-13.300000000000004,4.9999999999999964,-16.900000000000006,1.0,-18.0,5.0,3.0,3.0,-6.0,1.0
3096,CHA @ NYK,5.0,-0.4000000000000057,9.5,-1.5999999999999943,5.0,13.0,5.0,-2.0,1.0,8.0,-2.0
3097,NYK vs. CHA,-5.0,0.4000000000000057,-9.5,1.5999999999999943,-5.0,-13.0,-5.0,2.0,-1.0,-8.0,2.0
3098,UTA @ BKN,-16.0,-13.5,-14.2,10.799999999999997,8.0,0.0,-6.0,-5.0,0.0,5.0,-3.0
3099,BKN vs. UTA,16.0,13.5,14.2,-10.799999999999997,-8.0,0.0,6.0,5.0,0.0,-5.0,3.0
3100,LAL @ DAL,-19.0,-7.800000000000004,-9.399999999999999,-15.700000000000003,-1.0,-14.0,-13.0,-1.0,1.0,2.0,-2.0
3101,DAL vs. LAL,19.0,7.800000000000004,9.399999999999999,15.700000000000003,1.0,14.0,13.0,1.0,-1.0,-2.0,2.0
3102,ATL @ SAC,3.0,1.6000000000000014,11.399999999999999,-16.900000000000006,1.0,-4.0,-1.0,-3.0,-2.0,-2.0,-7.0
3103,SAS @ DEN,-3.0,-1.6000000000000014,-11.399999999999999,16.900000000000006,-1.0,4.0,1.0,3.0,2.0,2.0,7.0
3104,IND @ DET,8.0,14.200000000000003,22.9,-19.1,-9.0,12.0,13.0,-4.0,3.0,4.0,-3.0
3105,DET vs. IND,-8.0,-14.200000000000003,-22.9,19.1,9.0,-12.0,-13.0,4.0,-3.0,-4.0,3.0
3106,SAS @ DEN,11.0,8.600000000000001,5.0,10.0,-5.0,2.0,14.0,4.0,3.0,2.0,-2.0
3107,DET vs. IND,-11.0,-8.600000000000001,-5.0,-10.0,5.0,-2.0,-14.0,-4.0,-3.0,-2.0,2.0
3108,IND @ DET,5.0,9.899999999999999,-4.5,-14.100000000000001,-6.0,6.0,4.0,2.0,5.0,-4.0,-2.0
3109,DEN vs. SAS,-5.0,-9.899999999999999,4.5,14.100000000000001,6.0,-6.0,-4.0,-2.0,-5.0,4.0,2.0
3110,SAS @ DEN,8.0,4.299999999999997,-22.4,15.0,-2.0,-4.0,5.0,10.0,5.0,-6.0,-1.0
3111,DEN vs. SAS,-8.0,-4.299999999999997,22.4,-15.0,2.0,4.0,-5.0,-10.0,-5.0,6.0,1.0
3112,HOU @ LAC,-19.0,-2.1000000000000014,-11.5,-18.299999999999997,4.0,4.0,-12.0,0.0,-4.0,5.0,-7.0
3113,LAC vs. HOU,19.0,2.1000000000000014,11.5,18.299999999999997,-4.0,-4.0,12.0,0.0,4.0,-5.0,7.0
3114,GSW @ PHI,20.0,9.399999999999999,19.5,2.799999999999997,-1.0,3.0,9.0,9.0,4.0,-2.0,6.0
3115,PHI vs. GSW,-20.0,-9.399999999999999,-19.5,-2.799999999999997,1.0,-3.0,-9.0,-9.0,-4.0,2.0,-6.0
3116,BOS @ MEM,-7.0,-1.5,1.7000000000000028,1.5,-5.0,1.0,-9.0,3.0,4.0,-1.0,2.0
3117,MEM vs. BOS,7.0,1.5,-1.7000000000000028,-1.5,5.0,-1.0,9.0,-3.0,-4.0,1.0,-2.0
3118,MIN @ CLE,-1.0,-9.699999999999996,-13.400000000000002,-11.700000000000003,1.0,-7.0,-1.0,6.0,-7.0,-6.0,-9.0
3119,CLE vs. MIN,1.0,9.699999999999996,13.400000000000002,11.700000000000003,-1.0,7.0,1.0,-6.0,7.0,6.0,9.0
3120,BOS @ DET,-10.0,-2.8000000000000043,3.4000000000000004,41.4,-7.0,0.0,-1.0,0.0,-4.0,2.0,7.0
3121,DET vs. BOS,10.0,2.8000000000000043,-3.4000000000000004,-41.4,7.0,0.0,1.0,0.0,4.0,-2.0,-7.0
3122,WAS @ MIA,-16.0,-1.5999999999999943,3.0,-7.5,7.0,-9.0,-1.0,-1.0,1.0,8.0,10.0
3123,MIN @ NYK,16.0,1.5999999999999943,-3.0,7.5,-7.0,9.0,1.0,1.0,-1.0,-8.0,-10.0
3124,MIN @ NYK,9.0,-0.6000000000000014,8.899999999999999,-8.299999999999997,-4.0,-2.0,2.0,2.0,-2.0,-4.0,-10.0
3125,NYK vs. MIN,-9.0,0.6000000000000014,-8.899999999999999,8.299999999999997,4.0,2.0,-2.0,-2.0,2.0,4.0,10.0
3126,WAS @ MIA,-10.0,-10.199999999999996,-0.7000000000000028,2.0999999999999943,9.0,0.0,-10.0,-1.0,-4.0,4.0,8.0
3127,MIA vs. WAS,10.0,10.199999999999996,0.7000000000000028,-2.0999999999999943,-9.0,0.0,10.0,1.0,4.0,-4.0,-8.0
3128,PHX @ OKC,-7.0,-2.700000000000003,26.699999999999996,-2.0,2.0,0.0,1.0,3.0,-1.0,8.0,1.0
3129,OKC vs. PHX,7.0,2.700000000000003,-26.699999999999996,2.0,-2.0,0.0,-1.0,-3.0,1.0,-8.0,-1.0
3130,BKN @ ORL,-21.0,-9.0,-17.700000000000003,20.599999999999994,-2.0,-10.0,4.0,-2.0,4.0,-3.0,4.0
3131,ORL vs. BKN,21.0,9.0,17.700000000000003,-20.599999999999994,2.0,10.0,-4.0,2.0,-4.0,3.0,-4.0
3132,ATL @ LAL,-2.0,1.6999999999999957,4.899999999999999,-29.5,4.0,-5.0,-1.0,4.0,-4.0,-2.0,-2.0
3133,LAL vs. ATL,2.0,-1.6999999999999957,-4.899999999999999,29.5,-4.0,5.0,1.0,-4.0,4.0,2.0,2.0
3134,MEM @ DAL,-12.0,2.5,-17.999999999999996,-2.4000000000000057,3.0,3.0,2.0,-6.0,-2.0,6.0,14.0
3135,DAL vs. MEM,12.0,-2.5,17.999999999999996,2.4000000000000057,-3.0,-3.0,-2.0,6.0,2.0,-6.0,-14.0
3136,SAC @ GSW,-11.0,-16.799999999999997,-17.6,12.5,11.0,-7.0,-12.0,1.0,-6.0,-4.0,-4.0
3137,GSW vs. SAC,11.0,16.799999999999997,17.6,-12.5,-11.0,7.0,12.0,-1.0,6.0,4.0,4.0
3138,TOR @ MIL,7.0,-4.299999999999997,-4.899999999999999,18.1,12.0,10.0,-6.0,-1.0,-5.0,4.0,-4.0
3139,MIL vs. TOR,-7.0,4.299999999999997,4.899999999999999,-18.1,-12.0,-10.0,6.0,1.0,5.0,-4.0,4.0
3140,SAS @ POR,-10.0,-5.600000000000001,10.0,-27.0,5.0,-9.0,-5.0,3.0,-5.0,-4.0,10.0
3141,POR vs. SAS,10.0,5.600000000000001,-10.0,27.0,-5.0,9.0,5.0,-3.0,5.0,4.0,-10.0
3142,CHA @ NOP,-21.0,-11.799999999999997,-39.5,-27.400000000000006,6.0,-8.0,-17.0,-2.0,-14.0,-4.0,-4.0
3143,NOP vs. CHA,21.0,11.799999999999997,39.5,27.400000000000006,-6.0,8.0,17.0,2.0,14.0,4.0,4.0
3144,CLE @ IND,-15.0,-6.700000000000003,-15.700000000000003,11.700000000000003,-4.0,-10.0,-13.0,9.0,-5.0,-4.0,9.0
3145,IND vs. CLE,15.0,6.700000000000003,15.700000000000003,-11.700000000000003,4.0,10.0,13.0,-9.0,5.0,4.0,-9.0
3146,HOU @ UTA,11.0,8.700000000000003,22.7,-0.7000000000000028,-6.0,7.0,4.0,-3.0,1.0,3.0,-2.0
3147,UTA vs. HOU,-11.0,-8.700000000000003,-22.7,0.7000000000000028,6.0,-7.0,-4.0,3.0,-1.0,-3.0,2.0
3148,CHI @ PHI,-3.0,-3.5999999999999943,-28.6,22.799999999999997,7.0,5.0,4.0,0.0,-1.0,3.0,-4.0
3149,PHI vs. CHI,3.0,3.5999999999999943,28.6,-22.799999999999997,-7.0,-5.0,-4.0,0.0,1.0,-3.0,4.0
3150,SAS @ LAL,6.0,3.799999999999997,-5.800000000000001,0.6000000000000085,4.0,0.0,-2.0,3.0,-7.0,0.0,-1.0
3151,LAL vs. SAS,-6.0,-3.799999999999997,5.800000000000001,-0.6000000000000085,-4.0,0.0,2.0,-3.0,7.0,0.0,1.0
3152,OKC @ MIN,-24.0,-6.800000000000004,-17.4,-1.0999999999999943,-3.0,4.0,-2.0,-5.0,-1.0,14.0,4.0
3153,MIL @ BOS,24.0,6.800000000000004,17.4,1.0999999999999943,3.0,-4.0,2.0,5.0,1.0,-14.0,-4.0
