,MATCHUP,PTS,FG%,3P%,FT%,OREB,DREB,AST,STL,BLK,TOV,PF
1699,OKC vs. GSW,6.0,5.600000000000001,-18.4,16.800000000000004,0.0,8.0,1.0,3.0,3.0,0.0,-3.0
1700,SAC @ MEM,-1.0,-5.5,10.200000000000003,10.399999999999991,6.0,0.0,-1.0,-4.0,-11.0,4.0,-7.0
1701,MEM vs. SAC,1.0,5.5,-10.200000000000003,-10.399999999999991,-6.0,0.0,1.0,4.0,11.0,-4.0,7.0
1702,MIA @ PHI,-6.0,2.299999999999997,2.9999999999999964,8.799999999999997,-5.0,-4.0,11.0,6.0,11.0,4.0,8.0
1703,PHX vs. DAL,6.0,-2.299999999999997,-2.9999999999999964,-8.799999999999997,5.0,4.0,-11.0,-6.0,-11.0,-4.0,-8.0
1704,DAL @ PHX,3.0,7.799999999999997,5.699999999999999,-7.799999999999997,-10.0,7.0,3.0,1.0,3.0,3.0,4.0
1705,PHX vs. DAL,-3.0,-7.799999999999997,-5.699999999999999,7.799999999999997,10.0,-7.0,-3.0,-1.0,-3.0,-3.0,-4.0
1706,UTA @ DET,1.0,10.899999999999999,3.1000000000000014,0.0,-3.0,5.0,-1.0,1.0,-4.0,5.0,-6.0
1707,DEN vs. CLE,-1.0,-10.899999999999999,-3.1000000000000014,0.0,3.0,-5.0,1.0,-1.0,4.0,-5.0,6.0
1708,CLE @ DEN,8.0,4.200000000000003,-6.4999999999999964,1.0999999999999943,3.0,5.0,-7.0,2.0,-3.0,-2.0,-9.0
1709,DEN vs. CLE,-8.0,-4.200000000000003,6.4999999999999964,-1.0999999999999943,-3.0,-5.0,7.0,-2.0,3.0,2.0,9.0
1710,POR @ SAS,19.0,7.0,4.5,12.400000000000006,-2.0,6.0,4.0,-1.0,2.0,-3.0,7.0
1711,SAC @ MEM,-19.0,-7.0,-4.5,-12.400000000000006,2.0,-6.0,-4.0,1.0,-2.0,3.0,-7.0
1712,BKN @ ATL,17.0,8.800000000000004,27.299999999999997,-28.599999999999994,5.0,7.0,12.0,-3.0,-3.0,2.0,9.0
1713,ATL vs. BKN,-17.0,-8.800000000000004,-27.299999999999997,28.599999999999994,-5.0,-7.0,-12.0,3.0,3.0,-2.0,-9.0
1714,NYK @ IND,-28.0,-10.0,-22.4,-14.0,5.0,-2.0,-10.0,-1.0,0.0,7.0,3.0
1715,IND vs. NYK,28.0,10.0,22.4,14.0,-5.0,2.0,10.0,1.0,0.0,-7.0,-3.0
1716,OKC @ HOU,12.0,6.099999999999994,-11.299999999999997,21.299999999999997,0.0,5.0,-2.0,7.0,3.0,-2.0,6.0
1717,HOU vs. OKC,-12.0,-6.099999999999994,11.299999999999997,-21.299999999999997,0.0,-5.0,2.0,-7.0,-3.0,2.0,-6.0
1718,UTA @ SAS,-4.0,-4.399999999999999,6.200000000000003,-20.5,8.0,1.0,-6.0,0.0,-5.0,-1.0,2.0
1719,SAS vs. UTA,4.0,4.399999999999999,-6.200000000000003,20.5,-8.0,-1.0,6.0,0.0,5.0,1.0,-2.0
1720,LAL @ PHX,-7.0,-1.7000000000000028,8.899999999999999,15.700000000000003,-8.0,-2.0,3.0,-7.0,1.0,0.0,1.0
1721,PHX vs. LAL,7.0,1.7000000000000028,-8.899999999999999,-15.700000000000003,8.0,2.0,-3.0,7.0,-1.0,0.0,-1.0
1722,CHA @ PHI,-29.0,-9.200000000000003,3.8999999999999986,-10.599999999999994,-8.0,-3.0,2.0,-2.0,0.0,-4.0,-1.0
1723,PHX vs. LAL,29.0,9.200000000000003,-3.8999999999999986,10.599999999999994,8.0,3.0,-2.0,2.0,0.0,4.0,1.0
1724,TOR @ BOS,-5.0,4.0,22.299999999999997,-24.200000000000003,-6.0,-8.0,0.0,-2.0,0.0,4.0,7.0
1725,BOS vs. TOR,5.0,-4.0,-22.299999999999997,24.200000000000003,6.0,8.0,0.0,2.0,0.0,-4.0,-7.0
1726,DAL @ LAC,-2.0,2.0,-2.0,-13.800000000000004,6.0,3.0,3.0,1.0,-2.0,-3.0,7.0
1727,LAC vs. DAL,2.0,-2.0,2.0,13.800000000000004,-6.0,-3.0,-3.0,-1.0,2.0,3.0,-7.0
1728,DAL @ LAC,13.0,5.300000000000004,18.0,-29.800000000000004,9.0,-5.0,11.0,2.0,-5.0,-8.0,2.0
1729,LAL @ PHX,-13.0,-5.300000000000004,-18.0,29.800000000000004,-9.0,5.0,-11.0,-2.0,5.0,8.0,-2.0
1730,LAL @ PHX,19.0,-3.3000000000000043,-10.0,36.7,1.0,-8.0,3.0,-1.0,4.0,-7.0,0.0
1731,PHI vs. CHA,-19.0,3.3000000000000043,10.0,-36.7,-1.0,8.0,-3.0,1.0,-4.0,7.0,0.0
1732,CHA @ PHI,-3.0,-10.800000000000004,-15.0,10.400000000000006,1.0,-9.0,2.0,4.0,3.0,-11.0,-2.0
1733,PHI vs. CHA,3.0,10.800000000000004,15.0,-10.400000000000006,-1.0,9.0,-2.0,-4.0,-3.0,11.0,2.0
1734,CLE @ POR,-12.0,-3.9000000000000057,-14.600000000000001,-9.799999999999997,-1.0,-5.0,-10.0,3.0,-1.0,-4.0,9.0
1735,POR vs. CLE,12.0,3.9000000000000057,14.600000000000001,9.799999999999997,1.0,5.0,10.0,-3.0,1.0,4.0,-9.0
1736,MIA @ WAS,-17.0,-10.700000000000003,-17.5,9.5,2.0,-8.0,-8.0,-1.0,-6.0,0.0,0.0
1737,WAS vs. MIA,17.0,10.700000000000003,17.5,-9.5,-2.0,8.0,8.0,1.0,6.0,0.0,0.0
1738,DEN @ GSW,7.0,10.900000000000006,17.9,-15.5,0.0,5.0,-2.0,2.0,3.0,4.0,6.0
1739,GSW vs. DEN,-7.0,-10.900000000000006,-17.9,15.5,0.0,-5.0,2.0,-2.0,-3.0,-4.0,-6.0
1740,SAC @ MIN,34.0,17.1,11.700000000000003,9.200000000000003,-6.0,0.0,-3.0,1.0,-1.0,4.0,3.0
1741,MIL vs. MEM,-34.0,-17.1,-11.700000000000003,-9.200000000000003,6.0,0.0,3.0,-1.0,1.0,-4.0,-3.0
1742,MEM @ MIL,5.0,2.4000000000000057,-5.0,-13.899999999999999,-4.0,-4.0,-2.0,2.0,5.0,-6.0,-2.0
1743,MIL vs. MEM,-5.0,-2.4000000000000057,5.0,13.899999999999999,4.0,4.0,2.0,-2.0,-5.0,6.0,2.0
1744,UTA @ SAS,-6.0,-5.5,8.299999999999997,-15.799999999999997,2.0,-4.0,4.0,0.0,-3.0,-9.0,-2.0
1745,SAC @ MIN,6.0,5.5,-8.299999999999997,15.799999999999997,-2.0,4.0,-4.0,0.0,3.0,9.0,2.0
1746,CHI @ ORL,3.0,-8.5,13.299999999999997,5.700000000000003,10.0,-3.0,7.0,0.0,1.0,-1.0,-6.0
1747,ORL vs. CHI,-3.0,8.5,-13.299999999999997,-5.700000000000003,-10.0,3.0,-7.0,0.0,-1.0,1.0,6.0
1748,SAC @ MIN,3.0,10.600000000000001,1.7000000000000028,8.299999999999997,0.0,10.0,-4.0,-5.0,0.0,7.0,-1.0
1749,MIN vs. SAC,-3.0,-10.600000000000001,-1.7000000000000028,-8.299999999999997,0.0,-10.0,4.0,5.0,0.0,-7.0,1.0
1750,MEM @ MIL,-26.0,-4.099999999999994,-15.0,-14.800000000000004,2.0,6.0,-3.0,-4.0,6.0,-3.0,-6.0
1751,MIN vs. SAC,26.0,4.099999999999994,15.0,14.800000000000004,-2.0,-6.0,3.0,4.0,-6.0,3.0,6.0
1752,HOU @ NOP,3.0,5.899999999999999,-9.2,-14.900000000000006,-4.0,-2.0,-1.0,2.0,6.0,-2.0,-6.0
1753,NOP vs. HOU,-3.0,-5.899999999999999,9.2,14.900000000000006,4.0,2.0,1.0,-2.0,-6.0,2.0,6.0
1754,SAC @ MIN,14.0,10.899999999999999,13.700000000000003,-9.899999999999991,0.0,10.0,-3.0,0.0,3.0,7.0,3.0
1755,MIA @ WAS,-14.0,-10.899999999999999,-13.700000000000003,9.899999999999991,0.0,-10.0,3.0,0.0,-3.0,-7.0,-3.0
1756,MEM @ MIL,-15.0,-3.799999999999997,-3.0,-32.99999999999999,2.0,6.0,-2.0,1.0,9.0,-3.0,-2.0
1757,MIA @ WAS,15.0,3.799999999999997,3.0,32.99999999999999,-2.0,-6.0,2.0,-1.0,-9.0,3.0,2.0
1758,SAC @ IND,-24.0,-12.5,-6.699999999999999,-21.200000000000003,4.0,-10.0,-11.0,1.0,0.0,2.0,4.0
1759,IND vs. SAC,24.0,12.5,6.699999999999999,21.200000000000003,-4.0,10.0,11.0,-1.0,0.0,-2.0,-4.0
1760,CLE @ LAL,2.0,-5.799999999999997,38.3,4.199999999999989,10.0,3.0,-8.0,4.0,-4.0,-4.0,1.0
1761,LAL vs. CLE,-2.0,5.799999999999997,-38.3,-4.199999999999989,-10.0,-3.0,8.0,-4.0,4.0,4.0,-1.0
1762,NYK @ CHA,-10.0,-2.6000000000000014,-7.600000000000001,-1.0,-1.0,-4.0,0.0,0.0,6.0,4.0,3.0
1763,CHA vs. NYK,10.0,2.6000000000000014,7.600000000000001,1.0,1.0,4.0,0.0,0.0,-6.0,-4.0,-3.0
1764,OKC @ MEM,-3.0,0.7000000000000028,-4.800000000000001,-1.5,1.0,1.0,-7.0,-3.0,2.0,6.0,6.0
1765,MEM vs. OKC,3.0,-0.7000000000000028,4.800000000000001,1.5,-1.0,-1.0,7.0,3.0,-2.0,-6.0,-6.0
1766,HOU @ BOS,12.0,9.199999999999996,24.5,-28.200000000000003,-5.0,1.0,7.0,-2.0,2.0,-2.0,-10.0
1767,BOS vs. HOU,-12.0,-9.199999999999996,-24.5,28.200000000000003,5.0,-1.0,-7.0,2.0,-2.0,2.0,10.0
1768,WAS @ CHI,14.0,9.0,-4.0,2.8000000000000043,-6.0,4.0,0.0,1.0,2.0,-5.0,-4.0
1769,CHI vs. WAS,-14.0,-9.0,4.0,-2.8000000000000043,6.0,-4.0,0.0,-1.0,-2.0,5.0,4.0
1770,PHX @ NYK,-2.0,-7.700000000000003,-11.7,4.299999999999997,5.0,-9.0,3.0,3.0,-2.0,-8.0,-5.0
1771,NYK vs. PHX,2.0,7.700000000000003,11.7,-4.299999999999997,-5.0,9.0,-3.0,-3.0,2.0,8.0,5.0
1772,SAS @ NOP,6.0,8.5,-21.9,13.300000000000011,-6.0,6.0,0.0,-1.0,3.0,4.0,-4.0
1773,NOP vs. SAS,-6.0,-8.5,21.9,-13.300000000000011,6.0,-6.0,0.0,1.0,-3.0,-4.0,4.0
1774,MIL @ TOR,-22.0,-8.399999999999999,-4.800000000000004,-11.799999999999997,-1.0,-5.0,-3.0,-1.0,4.0,2.0,-2.0
1775,TOR vs. MIL,22.0,8.399999999999999,4.800000000000004,11.799999999999997,1.0,5.0,3.0,1.0,-4.0,-2.0,2.0
1776,DEN @ UTA,-15.0,-11.700000000000003,-17.5,-13.000000000000007,5.0,-8.0,-6.0,-1.0,2.0,0.0,-2.0
1777,UTA vs. DEN,15.0,11.700000000000003,17.5,13.000000000000007,-5.0,8.0,6.0,1.0,-2.0,0.0,2.0
1778,ORL @ DAL,-19.0,-5.899999999999999,-18.900000000000002,-12.0,-1.0,-2.0,-3.0,2.0,-5.0,3.0,2.0
1779,DAL vs. ORL,19.0,5.899999999999999,18.900000000000002,12.0,1.0,2.0,3.0,-2.0,5.0,-3.0,-2.0
1780,CLE @ SAC,-24.0,-18.0,-35.900000000000006,-30.799999999999997,-1.0,-13.0,-8.0,0.0,-7.0,-6.0,4.0
1781,SAS vs. MIN,24.0,18.0,35.900000000000006,30.799999999999997,1.0,13.0,8.0,0.0,7.0,6.0,-4.0
1782,MIN @ SAS,-18.0,-21.299999999999997,-39.800000000000004,4.700000000000003,9.0,-15.0,-14.0,10.0,-4.0,-10.0,-6.0
1783,SAS vs. MIN,18.0,21.299999999999997,39.800000000000004,-4.700000000000003,-9.0,15.0,14.0,-10.0,4.0,10.0,6.0
1784,CLE @ SAC,-44.0,-13.100000000000001,-16.700000000000003,-35.5,-6.0,-12.0,2.0,0.0,-5.0,-1.0,0.0
1785,SAC vs. CLE,44.0,13.100000000000001,16.700000000000003,35.5,6.0,12.0,-2.0,0.0,5.0,1.0,0.0
1786,MIN @ SAS,-38.0,-16.4,-20.6,0.0,4.0,-14.0,-4.0,10.0,-2.0,-5.0,-10.0
1787,SAC vs. CLE,38.0,16.4,20.6,0.0,-4.0,14.0,4.0,-10.0,2.0,5.0,10.0
1788,ATL @ MEM,-7.0,-4.299999999999997,-6.700000000000003,-13.299999999999997,1.0,-3.0,-1.0,-4.0,-4.0,4.0,-1.0
1789,MEM vs. ATL,7.0,4.299999999999997,6.700000000000003,13.299999999999997,-1.0,3.0,1.0,4.0,4.0,-4.0,1.0
1790,MIL @ OKC,-16.0,-1.2000000000000028,-1.2999999999999972,-13.5,-8.0,-10.0,-2.0,1.0,-3.0,-2.0,7.0
1791,OKC vs. MIL,16.0,1.2000000000000028,1.2999999999999972,13.5,8.0,10.0,2.0,-1.0,3.0,2.0,-7.0
1792,CHA @ CHI,-6.0,-0.10000000000000142,-6.5,14.200000000000003,-6.0,-6.0,-8.0,-1.0,-1.0,-1.0,4.0
1793,CHI vs. CHA,6.0,0.10000000000000142,6.5,-14.200000000000003,6.0,6.0,8.0,1.0,1.0,1.0,-4.0
1794,HOU @ WAS,7.0,10.0,18.099999999999998,0.4000000000000057,-8.0,4.0,-2.0,-4.0,2.0,8.0,-7.0
1795,WAS vs. HOU,-7.0,-10.0,-18.099999999999998,-0.4000000000000057,8.0,-4.0,2.0,4.0,-2.0,-8.0,7.0
1796,ORL @ DEN,-26.0,-6.600000000000001,-22.9,-7.300000000000011,-4.0,-6.0,-7.0,-1.0,-3.0,1.0,-2.0
1797,DEN vs. ORL,26.0,6.600000000000001,22.9,7.300000000000011,4.0,6.0,7.0,1.0,3.0,-1.0,2.0
1798,PHX @ DET,-12.0,-11.200000000000003,-5.799999999999997,7.099999999999994,4.0,-9.0,-6.0,3.0,-4.0,2.0,2.0
1799,DEN vs. ORL,12.0,11.200000000000003,5.799999999999997,-7.099999999999994,-4.0,9.0,6.0,-3.0,4.0,-2.0,-2.0
1800,ORL @ DEN,-16.0,-2.799999999999997,2.3999999999999986,-0.8000000000000114,-12.0,-7.0,-9.0,-3.0,-3.0,-4.0,0.0
1801,DET vs. PHX,16.0,2.799999999999997,-2.3999999999999986,0.8000000000000114,12.0,7.0,9.0,3.0,3.0,4.0,0.0
1802,PHX @ DET,-2.0,-7.399999999999999,19.5,13.599999999999994,-4.0,-10.0,-8.0,1.0,-4.0,-3.0,4.0
1803,DET vs. PHX,2.0,7.399999999999999,-19.5,-13.599999999999994,4.0,10.0,8.0,-1.0,4.0,3.0,-4.0
1804,NYK @ PHI,-6.0,8.200000000000003,-3.8000000000000043,-5.700000000000003,-6.0,0.0,2.0,3.0,-1.0,1.0,-3.0
1805,PHX @ DET,6.0,-8.200000000000003,3.8000000000000043,5.700000000000003,6.0,0.0,-2.0,-3.0,1.0,-1.0,3.0
1806,CHA @ CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1807,CHA @ CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1808,BKN @ TOR,-16.0,-0.5,-12.0,-8.299999999999997,-7.0,-3.0,-2.0,-1.0,4.0,2.0,5.0
1809,TOR vs. BKN,16.0,0.5,12.0,8.299999999999997,7.0,3.0,2.0,1.0,-4.0,-2.0,-5.0
1810,NYK @ PHI,10.0,1.3999999999999986,6.9999999999999964,6.8999999999999915,1.0,0.0,4.0,4.0,0.0,-2.0,0.0
1811,PHI vs. NYK,-10.0,-1.3999999999999986,-6.9999999999999964,-6.8999999999999915,-1.0,0.0,-4.0,-4.0,0.0,2.0,0.0
1812,BOS @ POR,-8.0,3.299999999999997,-19.0,-14.0,0.0,-3.0,-4.0,5.0,1.0,-2.0,8.0
1813,POR vs. BOS,8.0,-3.299999999999997,19.0,14.0,0.0,3.0,4.0,-5.0,-1.0,2.0,-8.0
1814,NOP @ DAL,-3.0,3.3000000000000043,1.3999999999999986,-6.1000000000000085,8.0,10.0,2.0,-5.0,-1.0,3.0,10.0
1815,DAL vs. NOP,3.0,-3.3000000000000043,-1.3999999999999986,6.1000000000000085,-8.0,-10.0,-2.0,5.0,1.0,-3.0,-10.0
1816,CHI @ MIL,-38.0,-15.799999999999997,-9.899999999999999,-4.5,-4.0,-6.0,-13.0,-1.0,0.0,-3.0,3.0
1817,MIN vs. CHA,38.0,15.799999999999997,9.899999999999999,4.5,4.0,6.0,13.0,1.0,0.0,3.0,-3.0
1818,CHA @ MIN,-27.0,-10.5,-5.299999999999997,-2.299999999999997,-8.0,-13.0,-8.0,4.0,2.0,-4.0,1.0
1819,MIN vs. CHA,27.0,10.5,5.299999999999997,2.299999999999997,8.0,13.0,8.0,-4.0,-2.0,4.0,-1.0
1820,LAL @ LAC,-36.0,-14.399999999999999,-5.399999999999999,15.0,-2.0,-7.0,-6.0,-14.0,-12.0,13.0,3.0
1821,LAC vs. LAL,36.0,14.399999999999999,5.399999999999999,-15.0,2.0,7.0,6.0,14.0,12.0,-13.0,-3.0
1822,ORL @ SAC,-20.0,-18.0,8.200000000000003,-15.400000000000006,0.0,-17.0,-8.0,2.0,-1.0,-1.0,-3.0
1823,SAC vs. ORL,20.0,18.0,-8.200000000000003,15.400000000000006,0.0,17.0,8.0,-2.0,1.0,1.0,3.0
1824,MIA @ BKN,-9.0,-4.0,-8.899999999999999,-3.200000000000003,-2.0,-8.0,-2.0,-2.0,-2.0,1.0,2.0
1825,BKN vs. MIA,9.0,4.0,8.899999999999999,3.200000000000003,2.0,8.0,2.0,2.0,2.0,-1.0,-2.0
1826,BOS @ GSW,-2.0,3.4000000000000057,5.9999999999999964,16.099999999999994,-2.0,5.0,-4.0,0.0,7.0,6.0,7.0
1827,GSW vs. BOS,2.0,-3.4000000000000057,-5.9999999999999964,-16.099999999999994,2.0,-5.0,4.0,0.0,-7.0,-6.0,-7.0
1828,DAL @ NOP,17.0,7.600000000000001,7.100000000000001,-10.100000000000009,-4.0,5.0,17.0,3.0,-1.0,-6.0,0.0
1829,NOP vs. DAL,-17.0,-7.600000000000001,-7.100000000000001,10.100000000000009,4.0,-5.0,-17.0,-3.0,1.0,6.0,0.0
1830,WAS @ IND,-27.0,-12.5,-10.5,-20.0,-3.0,-17.0,-12.0,2.0,6.0,-1.0,3.0
1831,IND vs. WAS,27.0,12.5,10.5,20.0,3.0,17.0,12.0,-2.0,-6.0,1.0,-3.0
1832,CHI @ MIL,-14.0,-3.799999999999997,11.399999999999999,-8.599999999999994,-3.0,8.0,-1.0,0.0,3.0,-3.0,-5.0
1833,MIA @ BKN,14.0,3.799999999999997,-11.399999999999999,8.599999999999994,3.0,-8.0,1.0,0.0,-3.0,3.0,5.0
1834,CHA @ MIN,-3.0,1.5,16.0,-6.3999999999999915,-7.0,1.0,4.0,5.0,5.0,-4.0,-7.0
1835,MIA @ BKN,3.0,-1.5,-16.0,6.3999999999999915,7.0,-1.0,-4.0,-5.0,-5.0,4.0,7.0
1836,LAL @ LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1837,LAL @ LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1838,HOU @ ATL,-3.0,4.199999999999996,3.5,-18.200000000000003,-3.0,7.0,-10.0,-6.0,-3.0,4.0,1.0
1839,ATL vs. HOU,3.0,-4.199999999999996,-3.5,18.200000000000003,3.0,-7.0,10.0,6.0,3.0,-4.0,-1.0
1840,CHI @ MIL,9.0,6.900000000000002,4.200000000000003,-5.799999999999997,-8.0,4.0,3.0,-1.0,1.0,-1.0,-10.0
1841,MIL vs. CHI,-9.0,-6.900000000000002,-4.200000000000003,5.799999999999997,8.0,-4.0,-3.0,1.0,-1.0,1.0,10.0
1842,CHA @ MIN,20.0,12.2,8.800000000000004,-3.5999999999999943,-12.0,-3.0,8.0,4.0,3.0,-2.0,-12.0
1843,MIL vs. CHI,-20.0,-12.2,-8.800000000000004,3.5999999999999943,12.0,3.0,-8.0,-4.0,-3.0,2.0,12.0
1844,PHX @ MEM,-5.0,-7.5,-3.299999999999997,14.100000000000001,0.0,-9.0,-5.0,3.0,-3.0,-2.0,12.0
1845,MEM vs. PHX,5.0,7.5,3.299999999999997,-14.100000000000001,0.0,9.0,5.0,-3.0,3.0,2.0,-12.0
1846,DET @ PHI,15.0,1.3000000000000043,0.0,-5.299999999999997,11.0,7.0,5.0,8.0,8.0,12.0,-4.0
1847,PHX @ MEM,-15.0,-1.3000000000000043,0.0,5.299999999999997,-11.0,-7.0,-5.0,-8.0,-8.0,-12.0,4.0
1848,CLE @ UTA,11.0,6.100000000000001,5.0,24.4,0.0,11.0,-3.0,5.0,-2.0,-3.0,3.0
1849,UTA vs. CLE,-11.0,-6.100000000000001,-5.0,-24.4,0.0,-11.0,3.0,-5.0,2.0,3.0,-3.0
1850,DET @ PHI,10.0,-0.6000000000000014,3.4000000000000057,-0.29999999999999716,12.0,8.0,1.0,0.0,11.0,2.0,0.0
1851,PHI vs. DET,-10.0,0.6000000000000014,-3.4000000000000057,0.29999999999999716,-12.0,-8.0,-1.0,0.0,-11.0,-2.0,0.0
1852,OKC @ DEN,-13.0,-5.800000000000004,-20.200000000000003,9.299999999999997,-4.0,-3.0,-13.0,1.0,6.0,0.0,-6.0
1853,DEN vs. OKC,13.0,5.800000000000004,20.200000000000003,-9.299999999999997,4.0,3.0,13.0,-1.0,-6.0,0.0,6.0
1854,MIA @ NYK,-10.0,0.6999999999999957,-4.200000000000003,2.3999999999999986,-6.0,-5.0,-5.0,-1.0,3.0,5.0,-6.0
1855,NYK vs. MIA,10.0,-0.6999999999999957,4.200000000000003,-2.3999999999999986,6.0,5.0,5.0,1.0,-3.0,-5.0,6.0
1856,DET @ TOR,-21.0,-1.2000000000000028,-10.5,-36.900000000000006,-1.0,-7.0,-5.0,2.0,-5.0,3.0,-4.0
1857,TOR vs. DET,21.0,1.2000000000000028,10.5,36.900000000000006,1.0,7.0,5.0,-2.0,5.0,-3.0,4.0
1858,PHX @ MIN,1.0,1.7999999999999972,0.3999999999999986,-9.0,3.0,-4.0,0.0,3.0,-2.0,-1.0,12.0
1859,MIN vs. PHX,-1.0,-1.7999999999999972,-0.3999999999999986,9.0,-3.0,4.0,0.0,-3.0,2.0,1.0,-12.0
1860,WAS @ NOP,6.0,2.6000000000000014,16.8,-20.0,5.0,4.0,1.0,-2.0,-4.0,2.0,-1.0
1861,NOP vs. WAS,-6.0,-2.6000000000000014,-16.8,20.0,-5.0,-4.0,-1.0,2.0,4.0,-2.0,1.0
1862,ORL @ POR,-16.0,-7.600000000000001,5.0,-6.799999999999997,-1.0,-4.0,-6.0,-1.0,-7.0,2.0,-4.0
1863,POR vs. ORL,16.0,7.600000000000001,-5.0,6.799999999999997,1.0,4.0,6.0,1.0,7.0,-2.0,4.0
1864,GSW @ BKN,-4.0,2.0,8.3,-9.0,-4.0,3.0,6.0,-5.0,3.0,3.0,7.0
1865,BKN vs. GSW,4.0,-2.0,-8.3,9.0,4.0,-3.0,-6.0,5.0,-3.0,-3.0,-7.0
1866,BOS @ LAC,-6.0,1.3999999999999986,-7.300000000000004,1.5,3.0,5.0,-1.0,-4.0,-3.0,5.0,7.0
1867,LAC vs. BOS,6.0,-1.3999999999999986,7.300000000000004,-1.5,-3.0,-5.0,1.0,4.0,3.0,-5.0,-7.0
1868,IND @ ATL,-10.0,-5.099999999999994,-10.200000000000003,2.5,8.0,4.0,-8.0,-1.0,1.0,6.0,7.0
1869,ATL vs. IND,10.0,5.099999999999994,10.200000000000003,-2.5,-8.0,-4.0,8.0,1.0,-1.0,-6.0,-7.0
1870,DAL @ SAS,-22.0,-10.700000000000003,-8.200000000000003,-26.0,-3.0,-20.0,-5.0,4.0,0.0,-9.0,9.0
1871,SAS vs. DAL,22.0,10.700000000000003,8.200000000000003,26.0,3.0,20.0,5.0,-4.0,0.0,9.0,-9.0
1872,BOS @ LAC,6.0,6.100000000000001,0.1999999999999993,-6.700000000000003,-4.0,2.0,5.0,0.0,-6.0,0.0,-2.0
1873,LAL @ HOU,-6.0,-6.100000000000001,-0.1999999999999993,6.700000000000003,4.0,-2.0,-5.0,0.0,6.0,0.0,2.0
1874,LAL @ HOU,-14.0,-4.399999999999999,4.199999999999999,24.0,-2.0,-3.0,2.0,-5.0,4.0,9.0,13.0
1875,HOU vs. LAL,14.0,4.399999999999999,-4.199999999999999,-24.0,2.0,3.0,-2.0,5.0,-4.0,-9.0,-13.0
1876,TOR @ IND,-7.0,-5.700000000000003,17.200000000000003,-3.0,-6.0,-11.0,1.0,2.0,-4.0,-6.0,6.0
1877,IND vs. TOR,7.0,5.700000000000003,-17.200000000000003,3.0,6.0,11.0,-1.0,-2.0,4.0,6.0,-6.0
1878,WAS @ CHA,14.0,4.0,-8.100000000000001,17.5,5.0,3.0,1.0,4.0,7.0,-6.0,7.0
1879,CHA vs. WAS,-14.0,-4.0,8.100000000000001,-17.5,-5.0,-3.0,-1.0,-4.0,-7.0,6.0,-7.0
1880,PHX @ CHI,4.0,-2.8999999999999986,-11.399999999999999,16.400000000000006,6.0,-3.0,-7.0,4.0,7.0,-1.0,8.0
1881,CHA vs. WAS,-4.0,2.8999999999999986,11.399999999999999,-16.400000000000006,-6.0,3.0,7.0,-4.0,-7.0,1.0,-8.0
1882,SAS @ MEM,2.0,5.299999999999997,-6.099999999999998,1.2999999999999972,-3.0,7.0,2.0,2.0,0.0,6.0,-8.0
1883,MEM vs. SAS,-2.0,-5.299999999999997,6.099999999999998,-1.2999999999999972,3.0,-7.0,-2.0,-2.0,0.0,-6.0,8.0
1884,BOS @ DEN,-31.0,-13.299999999999997,-23.000000000000004,-1.2999999999999972,-4.0,-17.0,-8.0,3.0,-8.0,-7.0,0.0
1885,DEN vs. BOS,31.0,13.299999999999997,23.000000000000004,1.2999999999999972,4.0,17.0,8.0,-3.0,8.0,7.0,0.0
1886,WAS @ CHA,5.0,3.200000000000003,-13.5,19.1,-6.0,2.0,-6.0,1.0,3.0,-7.0,2.0
1887,CHI vs. PHX,-5.0,-3.200000000000003,13.5,-19.1,6.0,-2.0,6.0,-1.0,-3.0,7.0,-2.0
1888,PHX @ CHI,-5.0,-3.6999999999999957,-16.799999999999997,18.000000000000007,-5.0,-4.0,-14.0,1.0,3.0,-2.0,3.0
1889,CHI vs. PHX,5.0,3.6999999999999957,16.799999999999997,-18.000000000000007,5.0,4.0,14.0,-1.0,-3.0,2.0,-3.0
1890,POR @ SAC,-4.0,-3.8000000000000043,-9.700000000000003,14.099999999999994,2.0,1.0,4.0,-6.0,3.0,8.0,12.0
1891,SAC vs. POR,4.0,3.8000000000000043,9.700000000000003,-14.099999999999994,-2.0,-1.0,-4.0,6.0,-3.0,-8.0,-12.0
1892,BOS @ DEN,13.0,1.2999999999999972,6.399999999999999,-3.299999999999997,-6.0,-13.0,3.0,0.0,-2.0,-2.0,8.0
1893,DET @ NYK,-13.0,-1.2999999999999972,-6.399999999999999,3.299999999999997,6.0,13.0,-3.0,0.0,2.0,2.0,-8.0
1894,PHI @ CLE,-18.0,-9.899999999999999,-25.299999999999997,22.199999999999996,-6.0,-14.0,-8.0,4.0,-3.0,-8.0,-9.0
1895,CLE vs. PHI,18.0,9.899999999999999,25.299999999999997,-22.199999999999996,6.0,14.0,8.0,-4.0,3.0,8.0,9.0
1896,NOP @ MIA,8.0,8.0,0.0,4.299999999999997,2.0,3.0,-2.0,1.0,1.0,5.0,3.0
1897,MIL vs. GSW,-8.0,-8.0,0.0,-4.299999999999997,-2.0,-3.0,2.0,-1.0,-1.0,-5.0,-3.0
